path,old_size_bytes,new_size_bytes,old_sha256,new_sha256
senior_navigator_golden_manifest.json,24621,4982133,03b3fe7119503608f324705488ae1f086d8bf7a28b92f3ecfd8635432fd75ca9,fbda80dd039b7eb1fc5227253113c60121dfc51fbf47e70cc6d70b5d559f9a32
